## Run List
## run#
## trigger type : 0 for sterile trigger, 1 for kicker trigger, 2 for LED trigger, 3 for self trigger w/o MV(ex Cf), 4 for self trigger w/ MV(ex Cf), 5 for hybrid operation trigger
## goodrun : 0 for not good run, 1 for good run, 2 for unknown
## testrun : 0 for not test run, 1 for test run
## first subrun# with mismatch
## first bad subrun#

## from full N2 purging
1563	3	1	0	-1	-1
1587	3	1	0	-1	-1
1588	3	1	0	-1	-1
1592	4	1	0	-1	-1

## run1596 is the first sterile trigger sample
1596	0	1	0	-1	-1
1597	0	1	0	-1	-1
1598	0	1	0	-1	-1
1599	0	1	0	-1	-1
1600	0	1	0	-1	-1
1601	0	0	1	-1	-1
1602	0	0	1	-1	-1
1603	0	0	1	-1	-1
1604	0	0	1	-1	-1
1605	0	0	1	-1	-1
1606	0	1	0	467	-1
1607	0	0	0	-1	-1
1608	0	1	0	595	-1
1609	0	1	0	-1	-1
1610	0	0	1	-1	-1
1611	0	0	1	-1	-1
1612	0	0	1	-1	-1
1613	0	0	1	-1	-1
1614	0	1	0	-1	-1
1615	0	0	1	-1	-1
1616	0	0	1	-1	-1
1617	0	0	1	-1	-1
1618	0	0	1	-1	-1
1619	0	0	1	-1	-1
1620	0	0	1	-1	-1
1621	0	1	0	-1	-1
1622	0	0	0	-1	-1
1623	0	1	0	-1	-1
1624	0	1	0	-1	-1
1625	0	1	0	10876	-1
1626	0	1	0	1845	-1
1627	0	1	0	5	-1
1628	0	1	0	726	-1
1629	0	1	0	56	-1
1630	0	1	0	432	-1
1631	0	1	0	50	-1
1632	0	1	0	678	-1
1633	0	1	0	-1	-1
1634	0	1	0	-1	-1
1635	0	1	0	-1	-1
1636	0	1	0	862	-1
1637	0	1	0	778	-1
1638	0	1	0	53	-1
1639	0	1	0	95	-1
1640	0	1	0	54	-1
1641	0	1	0	292	-1
1642	0	1	0	234	-1
1643	0	1	0	0	-1
1644	0	1	0	314	-1
1645	0	1	0	129	-1
1646	0	1	0	115	-1
1647	0	1	0	29	-1
1648	0	1	0	2	-1
1649	0	1	0	122	-1
1650	0	1	0	64	-1
1651	0	1	0	125	-1
1652	0	1	0	163	-1
1653	0	1	0	79	-1
1654	0	1	0	4	-1
1655	0	1	0	219	-1
1656	0	1	0	-1	-1
1657	0	1	0	28	-1
1658	0	1	0	15	-1
1659	0	1	0	14	-1
1660	0	1	0	7	-1
1661	0	1	0	42	-1
1662	0	1	0	24	-1
1663	0	1	0	25	-1
1664	0	1	0	6	-1
1665	0	1	0	27	-1
1666	0	1	0	26	-1
1667	0	1	0	-1	-1
1668	0	1	0	24	-1
1669	0	1	0	3	-1
1670	1	0	1	-1	-1
## delay sterile prompt gate by 100ns
1671	0	1	0	-1	-1
1672	0	1	0	-1	-1
1673	0	1	0	-1	-1
1674	0	1	0	-1	-1
1675	0	1	0	-1	-1
1676	0	1	0	-1	-1
1677	0	1	0	-1	-1
1678	0	1	0	-1	-1
1679	0	1	0	-1	-1
1680	0	1	0	-1	-1
1681	0	1	0	534	-1
1682	0	1	0	-1	-1
1683	0	1	0	2352	-1
1684	0	1	0	-1	-1
1685	0	1	0	-1	-1
1686	0	1	0	-1	-1
1687	0	1	0	-1	-1
1688	0	0	0	-1	-1
1689	0	1	0	13338	13290
1690	0	0	0	-1	-1
1691	0	0	1	-1	-1
## delay on-bunch timing by 150ns
1692	0	1	0	-1	-1
1693	0	1	0	-1	-1
## install a pulse generator instead of gate generator for kicker deliation (on-bunch timing fix)
1694	0	1	1	-1	-1
1695	0	1	1	-1	-1
1696	0	0	1	-1	-1
1697	0	0	1	-1	-1
1698	0	0	1	-1	-1
1699	0	0	1	-1	-1
1700	0	0	1	-1	-1
1701	0	0	1	-1	-1
1702	0	0	1	-1	-1
1703	0	0	1	-1	-1
1704	0	0	1	-1	-1
1705	0	0	1	-1	-1
1706	0	0	1	-1	-1
1707	0	0	1	-1	-1
1708	0	0	1	-1	-1
1709	0	0	1	-1	-1
1710	0	0	1	-1	-1
1711	0	1	0	-1	-1
## beam tuning
1712	0	0	0	-1	-1
## beam resume
1713	0	0	1	-1	-1
1714	0	0	1	-1	-1
1715	0	0	1	-1	-1
## adjust the delay setting 300ns
1716	0	1	0	-1	-1
## replace the lemo cable (kicker) to shorter one
1717	0	1	0	-1	-1
1718	0	1	0	-1	-1
1719	0	1	0	-1	-1
## beam tuning
1720	0	0	0	-1	-1
1721	0	0	1	-1	-1
1722	0	1	0	-1	-1
1723	0	0	1	-1	-1
## the follwoing mismatches are caused by shorten gate window (2050ns -> 2030ns) for trigger veto
1724	0	1	0	3708	-1
1725	0	1	0	3693	-1
1726	0	1	0	-1	-1
1727	0	1	0	-1	-1
1728	0	1	0	938	-1
1729	0	1	0	4318	-1
1730	0	0	0	-1	-1
1731	0	0	0	-1	-1
1732	0	1	0	-1	-1
1733	2	0	1	-1	-1
1734	2	0	0	-1	-1
1735	2	0	0	-1	-1
1736	2	0	0	-1	-1
1737	2	0	0	-1	-1
1738	2	0	0	-1	-1
1739	2	0	0	-1	-1
1740	2	0	0	-1	-1
1741	2	0	0	-1	-1
1742	2	0	0	-1	-1
1743	2	0	0	-1	-1
1744	2	0	1	-1	-1
1745	2	0	0	-1	-1
1746	2	0	0	-1	-1
1747	2	0	0	-1	-1
1748	2	0	0	-1	-1
## kicker rate becomes weired during run#1749
1749	0	1	0	-1	-1
## earthquake during run#1750
1750	0	1	0	-1	-1
1751	0	0	0	-1	-1
## the following mismatches are caused by turning on analyzer in the DQM PC
1752	0	0	0	516	-1
1753	0	0	0	1577	-1
1754	0	0	0	381	-1
1755	0	0	0	103	-1
1756	0	0	0	-1	-1
1757	0	0	0	-1	-1
1758	0	0	0	185	-1
1759	0	1	0	627	-1
1760	0	1	0	128	-1
1761	0	1	0	243	-1
1762	0	1	0	12	-1
1763	0	1	0	-1	-1
1764	0	0	1	-1	-1
1765	0	0	1	-1	-1
1766	0	1	0	256	-1
1767	0	1	0	22	-1
1768	0	1	0	-1	-1
## turn-off the analyzer
1769	0	1	0	-1	-1
1770	0	1	0	-1	-1
## run1771~1783 DQM2 test
1771	0	0	1	-1	-1
1772	0	0	1	-1	-1
1773	0	0	1	-1	-1
1774	0	0	1	-1	-1
1775	0	0	1	-1	-1
1776	0	0	1	-1	-1
1777	0	0	1	-1	-1
1778	0	0	1	-1	-1
1779	0	0	1	-1	-1
1780	0	0	1	-1	-1
1781	0	0	1	-1	-1
1782	0	0	1	-1	-1
1783	0	0	1	-1	-1
1784	0	1	0	-1	-1
1785	0	1	0	-1	-1
## run1786 : test for timing tuning
1786	0	0	1	-1	-1
1787	0	1	0	5310	-1
1788	0	1	0	-1	-1
1789	0	1	0	-1	-1
## run1790 : beam-off due to "RCS magnet problem" from subrun#4961
1790	0	1	0	-1	-1
1791	0	0	0	-1	-1
1792	0	0	0	-1	-1
1793	0	0	0	-1	-1
1794	0	0	0	-1	-1
## recover 'RCS magnet problem
1795	0	1	0	-1	-1
1796	0	1	0	-1	-1
## install DQM2 PC insteand of DQM PC
## && on-bunch timing tuning (~300ns)
## delay of kicker : 102.05us -> 102.35us => on-bunch signals get 300ns faster
## delay of sterile prompt gate : 1.3us -> 1.0us => relative prompt gate timing from on-bunch is conserved.
1797	0	1	0	-1	-1
1798	0	1	0	-1	-1
## modifed trigger veto scheme by jspark (two g.g.)
1799	0	1	0	-1	-1
## run1800 : 700kW beam test
1800	0	0	1	0	-1
## run1801~~ : many mismatches
1801	0	0	0	-1	-1
## run1802 : 735kW beam test
1802	0	0	1	-1	-1
1803	0	0	0	-1	-1
1804	0	0	0	-1	-1
## run1805 : 735kW beam test
1805	0	0	1	-1	-1
1806	0	0	0	-1	-1
1807	0	1	0	-1	-1
1808	0	0	0	-1	-1
1809	0	1	0	312	-1
1810	0	1	0	927	-1
1811	0	1	0	10	-1
1812	0	1	0	132	-1
1813	0	1	0	-1	-1
## delay of kicker : 102.35us -> 102.36us (+10ns) to reduce trigger rate
1814	0	1	0	-1	-1
## back to the orignal trigger veto scheme (one g.g.)
1815	0	1	0	-1	-1
## 3NBT beam tuning
1816	0	0	0	-1	-1
## From here, 735kW beam
1817	0	1	0	1323	-1
1818	0	1	0	1654	-1
1819	0	1	0	-1	-1
1820	0	0	0	-1	-1
1821	0	1	0	-1	-1
1822	3	1	0	-1	-1
1823	3	1	0	-1	-1
1824	3	1	0	-1	-1
1825	4	1	0	-1	-1
1826	0	1	0	-1	-1
1827	0	0	0	-1	-1
1828	0	1	0	-1	-1
1829	0	1	0	-1	-1
1830	0	1	0	-1	-1
1831	0	1	0	-1	-1
## replace the pulse generator for the kicker delay to a new pulse generator
1832	0	1	0	-1	-1
1833	0	1	0	-1	-1
## run1834 : rich fast neutron samples with 80->120mV of threshold & online MV
1834	4	1	0	-1	-1
1835	0	1	0	-1	-1
1836	0	1	0	-1	-1
1837	0	1	0	-1	-1
1838	0	1	0	-1	-1
1839	0	1	0	-1	-1
## run1840 : no signals in PMT#109
1840	0	0	0	-1	-1
1841	0	0	0	-1	-1
## run1842 : no signals in PMT#109
1842	0	0	0	-1	-1
## run1843 : PMT#109 was recovered. (maybe connection)
1843	0	1	0	-1	-1
1844	0	0	0	-1	-1
1845	0	0	0	-1	-1
## run1846 : rich fast neutron sample (80->120mV of threshold & online MV)
1846	4	1	0	-1	-1
1847	3	0	0	-1	-1
## run1848 : 80->120mV of threshold & no online MV & chimney plastic scintillator in FADC#0-7
1848	3	1	0	-1
## From here, chimney plastic scintillator in FADC#0-0
1849	0	1	0	-1	-1
1850	0	1	0	-1	-1
1851	0	1	0	-1	-1
1852	0	1	0	-1	-1
1853	0	1	0	-1	-1
1854	0	1	0	-1	-1
## run1855~1858 : hybrid operation test
1855	5	0	1	-1	-1
1856	5	0	1	-1	-1
1857	5	0	1	-1	-1
1858	5	0	1	-1	-1
1859	0	1	1	-1	-1
## run1860~1864 : chimney PMTs test
1860	0	0	1	-1	-1
1861	0	0	1	-1	-1
1862	0	0	1	-1	-1
1863	0	0	1	-1	-1
1864	0	1	0	-1	-1
## golden week
1865	0	1	0	-1	-1
1866	0	0	0	-1	-1
1867	0	1	0	-1	-1
## run1868 with new pulse generator / (from subrun#1027, no kickers caused by the pulse generator (power-off)) 
1868	0	1	0	-1	1027
1869	0	0	1	-1	-1
## run1870 with the previous generator temporarily
1870	0	1	0	-1	-1
1871	0	0	0	-1	-1
## run1872 with the new pulse generator again
1872	0	1	0	-1	-1
## run1873 beam 0~30kW tuning
1873	0	1	0	-1	-1
1874	0	1	0	-1	-1
1875	0	1	0	-1	-1
1876	0	1	0	-1	-1
1877	0	1	0	-1	-1
1878	0	1	0	11528	-1
1879	0	1	0	-1	-1
1880	0	1	0	-1	-1
## run1881~1890 : LED runs with low intensity
1881	2	0	0	-1	-1
1882	2	0	0	-1	-1
1883	2	0	0	-1	-1
1884	2	0	0	-1	-1
1885	2	0	0	-1	-1
1886	2	0	0	-1	-1
1887	2	0	0	-1	-1
1888	2	0	0	-1	-1
1889	2	0	0	-1	-1
1890	2	0	0	-1	-1
1891	0	1	0	-1	-1
## run1892 : connect one FEE to the attenuator
1892	0	0	1	-1	-1
## run1893 & 1894(official) : hybrid runs with the original setup
1893	5	0	1	-1	-1
1894	5	0	1	-1	-1
## run1895 : sterile delayed gate 12->30ms to increase the trigger rate reduced by the attenuator
1895	0	0	1	-1	-1
## run1896 : sterile prompt threshold 250->200mV (beam-off from subrun#242)
1896	0	0	1	-1	-1
1897	0	0	1	-1	-1
1898	0	0	1	145	-1
1899	0	0	1	5	-1
1900	0	0	1	293	-1
1901	0	0	1	103	-1
1902	0	0	1	274	-1
1903	0	0	1	278	-1
1904	0	0	1	235	-1
1905	0	0	1	498	-1
1906	0	0	1	10	-1
1907	0	0	1	254	-1
1908	0	0	1	-1	-1
## run1909 : back to the orignal trigger setting
1909	0	1	0	8171	-1
1910	0	1	0	-1	-1
1911	0	1	0	-1	-1
1912	0	1	0	498	-1
1913	0	1	0	-1	-1
1914	0	1	0	-1	-1
1915	0	1	0	-1	-1
1916	0	1	0	11413	-1
1917	0	1	0	-1	-1
1918	0	1	0	-1	-1
## run1919 : beam tuning
1919	0	1	0	-1	-1
1920	0	1	0	-1	-1
1921	0	1	0	-1	-1
1922	0	1	0	1985	-1
1923	0	1	0	6110	-1
1924	0	1	0	-1	-1
1925	0	1	0	-1	-1
1926	0	1	0	-1	-1
1927	0	0	1	-1	-1
1928	0	1	0	-1	-1
1929	0	0	1	-1	-1
1930	0	1	0	-1	-1
1931	0	0	1	-1	-1
1932	0	1	0	-1	-1
1933	0	1	0	-1	-1
1934	0	1	0	-1	-1
1935	0	1	0	-1	-1
1936	0	1	0	-1	-1
1937	0	1	0	-1	-1
## run1938 : beam tuning
1938	0	0	0	-1	-1
1939	0	1	0	-1	-1
1940	0	1	0	-1	-1
1941	0	1	0	-1	-1
1942	0	1	0	-1	-1
1943	0	1	0	-1	-1
1944	0	1	0	-1	-1
1945	0	1	0	-1	-1
## run1946&1947 : 25us kicker trigger
1946	1	1	0	-1	-1
1947	1	1	0	-1	-1
## mismatch check should be done for run#1948~1952 
1948	0	1	0	-1	-1
1949	0	1	0	-1	-1
1950	0	1	0	-1	-1
1951	0	0	0	-1	-1
1952	0	1	0	-1	-1
